crop_id,crop,crop_short,crpnam,crfile,inyear,idurmx,latest_sowing_date,aN,dN,aP,dP,aK,dK,rN,rP,rK,max_yield
110,Maize,mz,Grain maize 203 for YIELD GAP calcul.,NA,1,200,243,30,70,200,600,30,120,5,0.4,2,10000
